,index,title,authors,average_rating,isbn13,language_code,num_pages,categories,description,published_year,new_categories,lower_title,combined_features
43,100,The Names,Don DeLillo,3.64,9780679722953,eng,339.0,Fiction,"In an expatriate's world of turmoil and danger, American risk analyst James Axton learns of a ritual-murder cult in the Aegean and follows the trail to its secret meanings in the ancient city of Lahore",1989.0,Fiction,the names,"the names,Don DeLillo,Fiction,In an expatriate's world of turmoil and danger, American risk analyst James Axton learns of a ritual-murder cult in the Aegean and follows the trail to its secret meanings in the ancient city of Lahore"
44,101,V.,Thomas Pynchon,3.96,9780060930219,eng,547.0,Fiction,"The wild, macabre tale of the twentieth century and of two men -- one looking for something he has lost, the other with nothing much to lose -- and ""V.,"" the unknown woman of the title.",1999.0,Fiction,v.,"v.,Thomas Pynchon,Fiction,The wild, macabre tale of the twentieth century and of two men -- one looking for something he has lost, the other with nothing much to lose -- and ""V.,"" the unknown woman of the title."
45,104,The Crying of Lot 49,Thomas Pynchon,3.69,9780060931674,eng,152.0,Fiction,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge.",1966.0,Fiction,the crying of lot 49,"the crying of lot 49,Thomas Pynchon,Fiction,The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge."
46,108,Gravity's Rainbow,Thomas Pynchon,4.01,9780140283389,eng,776.0,Fiction,"Tyrone Slothrop, a GI in London in 1944, is under suspicion by his superiors and soon on the run from enemies through Germany.",1973.0,Fiction,gravity's rainbow,"gravity's rainbow,Thomas Pynchon,Fiction,Tyrone Slothrop, a GI in London in 1944, is under suspicion by his superiors and soon on the run from enemies through Germany."
47,112,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,9780312423209,eng,773.0,Fiction,"The re-imagined story of Charles Mason and Jeremiah Dixon, the British surveyors best known for marking the Mason-Dixon line, features the mismatched pair as they are drawn into naval warfare, erotic and political conspiracies, and major caffeine abuse as they negotiate the perils of eighteenth-century America. Reprint",2004.0,Fiction,mason & dixon,"mason & dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,Fiction,The re-imagined story of Charles Mason and Jeremiah Dixon, the British surveyors best known for marking the Mason-Dixon line, features the mismatched pair as they are drawn into naval warfare, erotic and political conspiracies, and major caffeine abuse as they negotiate the perils of eighteenth-century America. Reprint"
48,113,Vineland,Thomas Pynchon,3.69,9780141180632,en-US,385.0,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife,1997.0,Fiction,vineland,"vineland,Thomas Pynchon,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife"
49,114,The White Album,Joan Didion,4.17,9780374522216,eng,224.0,American essays,"This collection of essays recounts what took place on the long morning after the 1960s, when everyone was coming down from their particular bad trip. Didion observes the dramas that explode as America goes into collective detox: the mother abandoning her five-year-old daughter on the central reservation of Interstate 5; Huey Newton and the Black Panthers preaching from their cells; students, in unconscious parody, simulating the disaffection of the 1960s.",1993.0,American essays,the white album,"the white album,Joan Didion,American essays,This collection of essays recounts what took place on the long morning after the 1960s, when everyone was coming down from their particular bad trip. Didion observes the dramas that explode as America goes into collective detox: the mother abandoning her five-year-old daughter on the central reservation of Interstate 5; Huey Newton and the Black Panthers preaching from their cells; students, in unconscious parody, simulating the disaffection of the 1960s."
50,115,Play It As It Lays,Joan Didion/David Thomson,3.87,9780374529949,eng,231.0,Fiction,"A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil-literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul-it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.",2005.0,Fiction,play it as it lays,"play it as it lays,Joan Didion/David Thomson,Fiction,A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil-literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul-it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose."
51,117,The Brooklyn Follies,Paul Auster,3.84,9780312426231,eng,306.0,Fiction,"Retired life insurance salesman Nathan Glass moves to Brooklyn to find anonymity and solitude through his declining years, but a chance meeting with Tom Wood, his long-lost nephew, forces him to come to terms with his past.",2006.0,Fiction,the brooklyn follies,"the brooklyn follies,Paul Auster,Fiction,Retired life insurance salesman Nathan Glass moves to Brooklyn to find anonymity and solitude through his declining years, but a chance meeting with Tom Wood, his long-lost nephew, forces him to come to terms with his past."
52,118,Moon Palace,Paul Auster,3.94,9780140115857,eng,320.0,Fiction,"Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself",1989.0,Fiction,moon palace,"moon palace,Paul Auster,Fiction,Marco Stanley Fogg, an orphan of the sixties, travels from Manhattan to Utah in search of himself"
53,119,The Music of Chance,Paul Auster,3.9,9780140154078,en-US,217.0,Fiction,"An ""exceptional"" (Los Angeles Times) tale of fate, loyalty, responsibility, and the real meaning of freedom, from the author of the forthcoming 4 3 2 1: A Novel A finalist for the PEN/Faulkner Award This ""rich and dazzling"" (Wall Street Journal) novel follows Jim Nashe who, after squandering an unexpected inheritance, picks up a young gambler named Jack Pozzi hoping to con two millionaires. But when their plans backfire, Jim and Jack are indentured by their elusive marks and are forced to build a meaningless wall with bricks gathered from ruins of an Irish castle. Time passes, their debts mount, and anger builds as the two struggle to dig themselves out of their Kafkaesque serfdom. New York Times-bestselling author Paul Auster (The New York Trilogy) brings us back into his strange, shape-shifting world of fiendish bargains and punitive whims, where chance is a powerful yet unpredictable force.",1991.0,Fiction,the music of chance,"the music of chance,Paul Auster,Fiction,An ""exceptional"" (Los Angeles Times) tale of fate, loyalty, responsibility, and the real meaning of freedom, from the author of the forthcoming 4 3 2 1: A Novel A finalist for the PEN/Faulkner Award This ""rich and dazzling"" (Wall Street Journal) novel follows Jim Nashe who, after squandering an unexpected inheritance, picks up a young gambler named Jack Pozzi hoping to con two millionaires. But when their plans backfire, Jim and Jack are indentured by their elusive marks and are forced to build a meaningless wall with bricks gathered from ruins of an Irish castle. Time passes, their debts mount, and anger builds as the two struggle to dig themselves out of their Kafkaesque serfdom. New York Times-bestselling author Paul Auster (The New York Trilogy) brings us back into his strange, shape-shifting world of fiendish bargains and punitive whims, where chance is a powerful yet unpredictable force."
